,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51
5803,2018-08-30 14:00:00,"7,30806","19,772","17,3959","22,5969","22,5","10,632188","11,4564","15,0","14,092","15,849","10,532","16,3022",,"20,3547","15,9656","10,369","12,2013","10,492","13,260438","15,0","11,113678","13,93","9,695512","12,143839","8,21","15,812732","12,684177","16,09","13,5","10,753506","12,32","5,5","7,0",,"10,3322","3,65735","12,4884","8,77528","13,2994",,"15,9","13,9","26,55","11,6029","10,0566","15,1602","10,6406","15,8384","17,1225","19,9423","24,8419"
5804,2018-08-30 15:00:00,"6,01833","17,7198","10,8137","25,2523","22,7","11,015","10,5004","15,0","13,195","17,949","17,657","20,0492",,"31,173","17,7317","7,33289","13,085","10,997","12,846173","15,3","10,39551","13,93","9,46527","11,487323","10,16","16,541304","13,056074","15,74","12,88","10,541238","12,6328","6,5","20,0",,"13,3615","3,18846","13,1478","13,4765","13,622",,"20,7","14,1","26,55","16,7083","10,9949","13,6973","9,14333","17,2283","19,1553","19,3622","24,5981"
5805,2018-08-30 16:00:00,"12,2842","14,3072","12,7467","12,9409","21,0","11,857188","10,5004","16,0","13,195","20,049","21,932","25,9158",,"21,5863","18,2975","7,475","17,363","11,3837","13,156872","19,2","11,113678","12,96","9,660976","12,225903","11,48","16,905589","13,304006","15,94","12,84","10,435104","10,3731","7,6","0,0",,"13,8339","5,89288","14,9376","19,0112","14,59",,"15,9","14,2","26,55","13,5005","12,4805","12,2656","11,4356","11,2347","22,1325","18,6346","18,9289"
5806,2018-08-30 17:00:00,"20,5706","17,0725","13,5136","18,2517","19,7","6,497813","11,2652","17,0","13,195","23,199","23,357","29,2767",,"14,3371","19,3596","8,42169","12,8842","12,1972","13,881836","19,7","11,216273","14,13","10,282631","13,621","11,76","17,178804","13,551937","17,65","13,5","14,043663","9,915","10,3","2,0",,"15,0874","9,98683","16,068","19,4808","16,1928",,"10,7","15,2","26,55","17,611","12,4695","14,6733","11,1358","9,19119","23,9042","11,0931","23,0431"
5807,2018-08-30 18:00:00,"13,6694","28,467","16,6571",,"28,9","11,091563","13,3684","19,0","14,092","18,999","16,232","30,0917",,"15,6996","23,6903","16,0212","11,553","15,9358","15,849596","15,8","11,72925","15,15","11,30721","17,149774","12,7","18,818089","14,295732","17,97","15,37","15,954077","7,62083","11,3","7,0",,"17,9755","20,8261","20,1186","21,5387","18,9247",,"15,4","21,8","26,55","18,5916","12,9039","13,8807","12,4939","32,6631","24,1281","14,4851","25,1936"
5808,2018-08-30 19:00:00,"10,455","26,3226","20,7003","31,2873","31,6","14,69","21,3988","24,0","15,886","22,149","27,632","26,4831",,"9,62864","27,4715","28,7762","18,8835","27,6342","18,85302","18,0","15,833067","20,05","11,940377","20,760613","17,27","20,093089","16,899013","19,38","18,23","21,685318","18,9014","13,6","10,0",,"19,0596","28,1462","25,017","27,5121","21,1083",,"17,9","20,7","26,55","19,3713","8,9206","12,5115","15,0056","11,6708","23,6864","15,161","20,802"
5809,2018-08-30 20:00:00,"8,34722","21,8458","16,5831","37,9258","31,7","16,297813","25,6052","38,0","17,68","43,149","31,907","23,5953",,"9,81471","27,8032","39,7629","37,5237","28,5939","21,545745","23,9","19,321311",,"12,458422","26,915452","19,63","22,005589","19,874191","18,71","19,76","20,517843","19,5586","11,6","20,0",,"26,1118","30,9973","25,017","29,11","26,7755",,"20,3","24,0","26,55","7,56671","10,4775","11,7278","19,2378","18,5673","23,4742","12,9268","19,8517"
5810,2018-08-30 21:00:00,"10,1231","14,143","16,2401","28,1491","27,8","16,986875","24,8404","50,0","19,474","28,449","36,182","23,4825",,"13,0378","21,9063","23,39","8,0","23,9573","20,717214","20,2","18,91093",,"15,083187","23,550806","19,96","22,096661","20,122123","19,79","20,25","21,47305","34,7531","13,1","21,0",,"25,7794","31,4025","24,6402","23,2247","25,3419",,"25,0","18,9","26,55","8,37274","19,0276","12,1933","18,9139","17,7719","17,8364","8,69934","18,8928"
5811,2018-08-30 22:00:00,"14,9692","6,73265","10,4557","28,6319","28,3","13,77125","22,068","51,0","19,474","25,299","29,057","18,2972",,"10,513","17,7436","7,25865","14,3657","24,8023","23,306372","27,3","18,397953",,"17,454685","24,043194","21,27","21,459161","19,378328","25,14","22,13","25,506146","39,59","13,3","15,0",,"22,1425","33,7026","22,2852","21,679","27,4044",,"24,2","16,7","26,55","9,37291","21,3223","20,4622","18,2489","24,6616","16,2394","9,19306","14,4203"
5812,2018-08-30 23:00:00,"15,3089","4,22022","9,07631","23,3211","28,1","17,44625","25,2228","39,0","21,268","26,349","20,507","18,1889",,"8,07573","16,8562","3,45","11,8783","26,7806","22,892107","26,8","18,500548","13,46","15,486111","25,520355","22,79","26,650232","21,609712","27,25","24,55","23,171195","39,4494","12,9","13,0",,"28,0961","33,1322","19,5534","30,5638","28,7058",,"23,7","19,8","26,55","12,1753","24,1524","21,5983","20,5733","19,8803","16,7561","13,1424","7,88889"
5813,2018-08-31 00:00:00,"13,125","11,9313","16,5997","22,2348","27,0","15,455625","26,6568","35,0","24,856","26,349","11,957","17,7831",,"2,44173","25,222","3,45","13,7034","25,4552","23,409939","24,7","19,321311","22,84","16,959663","26,258935","23,44","25,284161","23,097301","26,91","25,56","21,685318","34,2261","12,6","14,0",,"32,1477","36,2891","17,7636","33,5712","28,9631",,"30,8","23,0","26,55","24,051","30,5769","21,034","17,9231","18,7229","18,7736","6,91706","4,42139"
5814,2018-08-31 01:00:00,"15,2522","12,5131","12,5171","24,6488","22,6","14,460313","27,4216","31,0","29,341","29,499","23,357","12,2519",,"1,42563","19,3689","3,45","11,0932","20,4111","23,720638","23,0","19,423907","20,57","18,433215","21,827452","23,79","24,464518","21,857643","25,99","25,7","21,791452","27,9747","13,1","16,0",,"23,7466","35,8751","18,0462","29,2494","25,3436",,"18,0","26,1","39,34","23,4613","34,4391","19,8923","19,6333","17,9184","18,7567","2,88014","6,53528"
5815,2018-08-31 02:00:00,"13,795","12,1833","8,43542","18,8552","18,4","17,216563","23,98","28,0","27,547","28,449","16,232","11,2511",,"5,70603","25,5166","4,84953","12,3635","18,2451","22,063576","22,8","17,78238","23,64","19,97584","22,812226","24,04","26,377018","21,36178","28,86","25,57","22,640525","19,9086","13,2","15,0",,"15,2452","32,1597","16,8216","26,6808","23,3569",,"14,6","30,5","18,4","21,5605","33,5563","20,3641","20,4731","19,5872","15,3408","2,79937","8,43556"
5816,2018-08-31 03:00:00,"12,55","6,84508","8,22277","11,1304","16,3","10,70875","23,024","27,0","24,856","21,099","26,207","9,53306",,"6,87848","32,3322","19,7116","12,8231","24,9812","21,338612","21,3","16,44864","21,79","21,138565","23,468742","24,88","28,289518","23,469198","30,75","26,84","24,020268","17,4783","14,0","14,0",,"8,5504","31,1841","17,6694","20,6281","22,4344",,"14,2","32,7","15,85","20,6489","23,9855","16,4255","21,2364","10,2811","8,78944","7,12759","8,09917"
5817,2018-08-31 04:00:00,"11,4594","10,6421","10,6059","12,3374","15,6","9,943125","21,0164","29,0","23,959","16,899","16,232","9,32361",,"4,91417","38,7732","23,2022","14,0515","24,74","22,995673","21,2","16,44864","20,12","19,043358","24,453516","26,02","30,202018","24,708856","33,51","27,89","23,808","19,8742","14,6","10,0",,"13,6625","27,1913","18,1404","16,0849","21,3381",,"12,9","33,0","20,66","17,1131","21,6308","11,7381","23,4169","10,1736","8,46944","7,3723","5,28556"
5818,2018-08-31 05:00:00,"11,4667","14,608","9,94002","11,6132","14,9",,"21,8768","33,0","22,165","11,649","20,507","11,535",,"3,86119","43,6498","30,9414","14,0568","22,9942","24,756301","23,4","18,295357","23,23","17,305027","25,848613","25,54","30,657375","28,055932","30,88","27,57","22,00372","20,7203","14,4","16,0",,"13,8625","23,4603","17,6694","17,9432","19,255",,"16,3","33,0","22,29","16,4419","19,3281","18,6682","27,8336","10,3226","10,7531","5,84244","9,52167"
5819,2018-08-31 06:00:00,"12,1075","17,1182","9,1442","12,8202","12,6","14,053","20,0604","33,0","17,68","3,249","13,382","12,6856",,"5,00497","38,5346","24,4884","15,339","26,3066","21,131479","23,9","18,500548","23,57","16,602787","27,079581","23,21","29,655589","27,188171","27,92","25,2","21,579184","21,2761","14,9","16,0",,"15,3472","22,8289","16,3506","18,7391","13,4136",,"17,8","32,7","25,44","11,8566","18,3135","7,86645","27,3272","7,24828","12,0167","7,72187","14,6769"
5820,2018-08-31 07:00:00,"11,1317","19,5775","9,0844","7,6301","8,0","11,5155","18,1484","37,0","13,195","4,299","16,232","10,9192",,"4,25009","37,3795","15,8088","17,2279","31,515","19,99225","26,5","15,833067","21,87","14,12768","26,833387","22,76","28,835946","23,71713","27,63","23,75","22,852793","21,4472","13,8","15,0",,"20,9165","24,2383","16,068","15,2545","12,4619",,"16,5","29,6","30,55","15,2332","20,3479","12,895","27,91","7,05758","9,57167","13,9347","14,8264"
5821,2018-08-31 08:00:00,"11,0406","16,0655","12,3258","10,7683","7,2","15,5405","13,2728","36,0","11,401","6,399","13,382","12,9764",,"5,27417","32,4182","19,7093","7,47239","32,5092","20,199382","25,1","15,012304","24,02","11,215113","24,125258","21,92","28,835946","23,221267","23,74","23,81","20,093307","20,455","14,2","23,0",,"17,519","23,4727","19,7418","15,2319","9,51639",,"17,2","27,3","25,77","20,4313","20,0531","13,4591","28,9853","9,51172","10,3031","9,75331","8,06"
5822,2018-08-31 09:00:00,"7,56139","12,8843","9,22845","11,2511","8,9",,"7,728","47,0","7,813",,"11,957","12,2342",,"13,2341","30,4095","19,6142","9,46135","30,6194","20,510081","16,8","14,909708","21,53","9,787609","20,924742","19,82","27,652018","20,49402","10,78","23,19","11,496445","18,0919","17,4","32,0",,"16,8415","21,8556","22,9446","8,83641","8,5961",,"12,5","23,4","17,16","16,2644","17,186","11,544","22,6208","7,89016","10,1789","5,83917","13,4294"
5823,2018-08-31 10:00:00,"6,88778","13,116","8,40346","11,4925","10,7","9,2405","8,8752","21,0","6,019",,"7,682","8,77417",,"6,09425","23,5603","13,2475","10,4808","18,8469","13,985402","16,9","11,934441","17,8","7,611817","22,15571","15,11","15,812732","12,188314","8,12","17,62","7,569484","12,9647","19,9","20,0",,"12,9625","18,4412","22,7562","3,8862","6,605",,"11,8","18,4","14,92","17,8927","16,1805","8,58506","16,1142","7,97566","10,2097","5,08124","15,1878"
5824,2018-08-31 11:00:00,"7,49694","9,25175","7,23379","10,0441","9,7","9,0655","8,206","19,0","5,122",,"6,257","7,48639",,"6,279","19,4679","10,2539","13,281","18,2561","11,603377","14,0","8,856579","12,12","6,852017","14,934032","11,82","9,893089","5,990026","9,36","10,25","5,871338","9,35528","20,7","25,0",,"10,271","17,7739","25,2996","3,27087","5,80611",,"7,3","15,4","14,32","18,4217","15,113","7,16662","13,5806","11,0165","10,6261","5,2431","13,8978"
5825,2018-08-31 12:00:00,"7,67806","7,08102","6,77437","10,0441","9,2","7,753","7,25","15,0","6,019","4,299","10,532","7,87778",,"7,9273","16,3345","9,59643","10,3628","16,0402","8,289254","9,7","4,444976","5,96","4,515056","10,338419","11,27","12,807375","7,477615","8,05","9,43","5,022265","8,42083","15,8","18,0",,"8,57716","9,35424","24,3576","9,54727","7,11694",,"5,1","10,9","15,68","18,0645","13,0705","7,56371","10,6389","15,9008","11,7958","6,6867","13,965"
5826,2018-08-31 13:00:00,"5,69333","7,47431","5,52687","15,2342","11,7","4,078","7,3456","13,0","5,122","4,299","1,982","10,4911",,"8,38956","15,7135","7,32912","9,82678","18,0466","7,667856","8,0","4,547571","7,18","4,964029","8,943323","12,29","11,350232","5,370197","7,7","7,62","4,279327","7,835","12,3","19,0",,"11,0285","10,0713","23,8866","13,2229","8,74639",,"9,5","8,4","13,23","21,275","11,6257","6,06765","9,98","8,34901","12,16","8,87128","14,5167"
5827,2018-08-31 14:00:00,"4,84","4,31136","4,01535","13,4237","13,1","3,378","8,7796","13,0","4,225",,"0,557","9,90806",,"7,29455","17,3532","3,76648","16,5106","16,3201","7,357157","8,7","3,726808","9,7","5,482074","9,353645","11,44","9,528804","4,626402","7,71","7,45","4,279327","8,20611","6,8","15,0",,"9,60519","8,33791","25,1112","17,2953","8,79083",,"11,7","9,5","10,82","15,9023","11,4395","8,25604","9,77222","7,85746","10,4844","9,2165","11,1867"
5828,2018-08-31 15:00:00,"4,31889","6,54077","6,08567","14,7514","13,6","4,603","11,6476","15,0","6,019","3,249","6,257","9,44111",,"6,44284","17,0053","4,8359","8,92923","15,5225","6,321494","10,3","3,00864","8,81","5,378465","10,994935","9,24","10,894875","4,750368","6,82","6,89","4,916131","9,5875","8,7","16,0",,"9,833","7,67006","24,075","13,3592","10,1407",,"8,4","9,0","8,35","17,2663","10,8709","10,2638","10,2139","4,63023","8,62806","5,11636","10,5231"
5829,2018-08-31 16:00:00,"4,035","5,82748","6,1407","8,9578","12,5","6,0905","11,552","16,0","6,916","5,349","11,957","9,40306",,"6,30079","18,2888","11,2241","9,29879","14,5894","5,700096","10,1","2,598258","7,18","6,449093","10,912871","7,54","10,621661","5,246231","8,3","7,03","4,173193","9,97639","8,4","12,0",,"10,3642","15,9625","26,7126","4,38561","12,2276",,"9,8","9,1",,"22,7007","12,7711","12,3285","9,93667","5,81777","8,77917","2,16309","10,0564"
5830,2018-08-31 17:00:00,"4,94444","7,97695","4,11986","9,682","11,1","6,703","11,9344","18,0","7,813","6,399","13,382","8,08722",,"4,96284","18,5901","8,97147","13,5366","14,3814","6,528626","10,8","3,00864","8,37","7,036211","12,143839","7,22","14,173446","6,981752","8,21","7,73","5,340668","10,555","8,3","10,0",,"7,38837","17,2181","26,0532","7,21366","12,3064",,"15,3","10,0","10,3","22,5206","13,4048","9,34977","8,70111","6,79072","7,92583","3,63501","9,56056"
5831,2018-08-31 18:00:00,"6,06389","12,2258","5,22555","13,6651","11,3","8,978","11,552","15,0","8,71","10,599","9,107","8,45889",,"1,83975","21,3712","8,30469","19,6738","15,5919","8,703519","12,9","3,521617","8,39","8,175912","9,599839","7,88","13,080589","7,477615","9,43","8,67","7,251081","13,3806","5,8","8,0",,"11,396","22,622","29,1618","7,75246","13,07",,"8,6","12,3","11,18","21,2043","14,9442","7,52655","9,27167","7,04304","9,51389","6,40342","8,70611"
5832,2018-08-31 19:00:00,"6,33361","8,87887","8,51344","16,8033","11,5","9,5905","17,9572","18,0","14,092","14,799","7,682","9,5375",,"3,07892","27,616","20,6971","29,473","19,6651","10,774846","12,8","5,881311","6,22","9,131418","12,143839","9,78","15,357375","9,337101","11,37","10,07","13,300725","19,4081","7,3","7,0",,"24,3","33,2672","29,9154","15,3537","13,8703",,"22,4","18,7","22,71","14,7428","19,6081","8,45535","11,3317","6,6889","10,4825","8,11145","9,47889"
5833,2018-08-31 20:00:00,"9,23972","7,84845","13,4525","16,5619","12,3","6,7905","25,9876","23,0","14,092","20,049","14,807","13,7811",,"7,63852","34,4253","35,7705","21,0836","19,9044","71,361151","10,7","18,91093","20,57","11,341746","16,821516","11,93","16,085946","14,171766","16,81","11,03","23,27733","24,1278","7,0","1,0",,"27,8056","35,7247","29,8212","15,3908","14,6375",,"31,1","31,6","30,6","25,065","25,4815","8,05391","12,9922","4,60678","12,8425","12,1608","12,115"
5834,2018-08-31 21:00:00,"10,6344","11,1239","12,9175","17,6482","14,1","7,8405","32,6796","21,0","13,195","27,399","21,932","16,9897",,"7,53267","42,4286","24,4206","52,3715","25,8957","30,866715","12,5","19,936884","19,76","15,347966","21,335065","15,47","17,816304","16,155218","19,8","12,8","26,036816","14,4956","7,4","2,0",,"23,0016","31,589","35,5674","15,269","14,7461",,"22,1","30,7","31,45","20,206","27,787","9,09419","14,7478","15,6313","12,8175","11,4452","13,5406"
5835,2018-08-31 22:00:00,"14,2681","12,3229","14,7391","14,8721","14,5","12,9155","29,9072","19,0","14,092","25,299","37,607","18,4847",,"5,95766","45,8892","26,5939","25,8923","33,6026","21,752877","21,8","29,273067","26,05","18,364143","30,444226","18,54","17,269875","18,014705","21,82","15,99","23,065061","13,9703","9,9","10,0",,"22,923","29,904","33,1182","13,7178","15,7672",,"23,9","23,1","24,71","18,4901","36,7753","13,9584","17,7797","20,5876","13,7225","10,6315","12,9175"
5836,2018-08-31 23:00:00,"10,835","14,0015","11,3132","15,717","15,2","12,303","28,1864","20,0","14,989","20,049","19,082","20,2436",,"8,90541","43,0263","40,8869","29,5034","40,163","20,510081","17,5","26,195205","24,85","17,59283","34,137129","24,58","19,182375","16,899013","21,36","19,1","26,14295","15,6375","10,3","12,0",,"30,6397","30,3357","30,7632","11,7858","14,4111",,"19,5","20,4","17,72","21,2797","30,8278","12,3717","18,625","20,386","16,6444","14,872","11,4419"
5837,2018-09-01 00:00:00,"12,54","11,2403","11,3399","13,7858","17,0","12,0405","27,8996","23,0","15,886","17,949","26,207","19,8797",,"10,9264","44,0226","44,1617","14,448","34,747","23,306372","18,6","25,16925","22,99","16,579763","38,322419","24,78","21,641304","19,378328","21,66","19,65","22,958927","16,2619","10,6","14,0",,"26,2746","31,5988","30,8574","9,59843","13,8819",,"29,4","20,2","11,35","25,3554","30,3654","10,3794","19,2022","21,4421","17,6178","7,23063","9,86028"
5838,2018-09-01 01:00:00,"9,5975","10,665","11,5836","15,3549","17,1","12,7405","33,6356","18,0","17,68","13,749","4,832","24,5528",,"11,2003","41,6201","28,7727","31,8196","34,8979","20,613648","16,8","22,501769","20,09","15,831475","35,039839","23,68","21,550232","23,345233","23,27","20,57","20,305575","15,7283","11,6","10,0",,"18,2205","27,6934","28,9734","8,03228","13,9011",,"12,5","16,5","12,2","25,2378","29,4421","11,226","19,0897","18,3601","18,0797","9,52243","9,12417"
5839,2018-09-01 02:00:00,"7,9675","9,58605","8,67919","17,6482","17,5","12,303","30,4808","21,0","15,886","14,799","1,982","23,7506",,"12,0401","36,079","24,7864","23,7715","33,6793","17,817357","19,7","19,629098","19,55","16,902103","37,747968","23,3","22,187732","30,16335","23,9","22,23","18,182893","17,8325","10,8","10,0",,"20,4979","24,5879","27,843","9,57353","12,8194",,"13,4","13,5","9,94","27,8629","28,3169","13,3023","19,2125","22,4688","20,1347","6,74895","9,94056"
5840,2018-09-01 03:00:00,"7,90389","9,81392","9,70776","17,2861","17,2","18,5155","24,7448","17,0","14,989","11,649","9,107","24,1611",,,"38,2088","20,5958","24,0677","35,2447","16,88526","17,2","18,090166","22,95","16,637324","31,757258","21,33","21,732375","26,816274","24,35","23,33","18,713563","23,8853","10,1","11,0",,"23,8157","22,5508","26,3358","8,5806","12,3036",,"12,5","13,2","9,34","20,3316","26,3057","10,624","19,5956","17,2774","18,8575","7,1025","8,77639"
5841,2018-09-01 04:00:00,"8,46833","8,85325","10,5768","14,2686","16,8","16,4155","25,0316","17,0","15,886","10,599","17,657","21,5278",,"19,5908","39,9491","22,4108","24,856","36,8757","16,781693","22,6","17,474594","18,37","17,97273","28,720871","20,57","19,455589","25,824548","25,6","23,23","18,607429","25,0244","9,5","14,0",,"19,9851","21,5965","22,7562","7,87109","12,7642",,"10,4","11,5","8,4","22,2157","24,3239","18,9836","20,4656","24,0438","19,5739","6,36847","8,62889"
