,year,month,station,city,PM2.5
444,2019,11,LuZielKrotka,Zielona Góra,10.137940257352941
445,2019,11,MpKrakAlKras,Kraków,22.393674107142857
446,2019,11,MpKrakBulwar,Kraków,16.860068645833334
447,2019,11,MzLegZegrzyn,Legionowo,22.56518518402778
448,2019,11,MzPlocMiReja,Płock,17.66842607017544
449,2019,11,MzRadTochter,Radom,19.23845450522648
450,2019,11,MzSiedKonars,Siedlce,21.34373188405797
451,2019,11,MzWarAlNiepo,Warszawa,24.620403520833335
452,2019,11,MzWarWokalna,Warszawa,16.299476692028986
453,2019,11,MzZyraRoosev,Żyrardów,17.265088770034843
454,2019,11,OpKKozBSmial,Kędzierzyn-Koźle,17.66095114068441
455,2019,11,PkPrzemGrunw,Przemyśl,17.36098484848485
456,2019,11,SlKatoKossut,Katowice,21.593188229166667
457,2019,11,SlZlotPotLes,Złoty Potok,15.670406458333332
458,2019,11,WmOlsPuszkin,Olsztyn,15.2015084375
459,2019,11,WpKaliSawick,Kalisz,18.018556942446043
460,2019,12,DsWrocAlWisn,Wrocław,14.95006326388889
461,2019,12,KpBydPlPozna,Bydgoszcz,18.414151750972763
462,2019,12,LdLodzCzerni,Łódź,15.712479166666668
463,2019,12,LdZgieMielcz,Zgierz,23.9336350877193
464,2019,12,LuZielKrotka,Zielona Góra,11.768988120567377
465,2019,12,MpKrakAlKras,Kraków,25.453725069444445
466,2019,12,MpKrakBulwar,Kraków,21.078155958188155
467,2019,12,MzLegZegrzyn,Legionowo,18.847403173611113
468,2019,12,MzPlocMiReja,Płock,16.62757020486111
469,2019,12,MzRadTochter,Radom,17.837785385416666
470,2019,12,MzSiedKonars,Siedlce,16.13076388888889
471,2019,12,MzWarAlNiepo,Warszawa,22.202467621527777
472,2019,12,MzWarWokalna,Warszawa,13.674996947368422
473,2019,12,MzZyraRoosev,Żyrardów,15.450955400696865
474,2019,12,OpKKozBSmial,Kędzierzyn-Koźle,14.683719204545454
475,2019,12,PkPrzemGrunw,Przemyśl,16.80072463768116
476,2019,12,SlKatoKossut,Katowice,25.703346603773586
477,2019,12,SlZlotPotLes,Złoty Potok,15.201972118055558
478,2019,12,WmOlsPuszkin,Olsztyn,13.401493159722222
479,2019,12,WpKaliSawick,Kalisz,16.170493691756274
480,2024,1,DsWrocAlWisn,Wrocław,18.336013986013988
481,2024,1,KpBydPlPozna,Bydgoszcz,18.469721115537848
482,2024,1,LdLodzCzerni,Łódź,17.878030303030304
483,2024,1,LdZgieMielcz,Zgierz,20.529545454545456
484,2024,1,LuZielKrotka,Zielona Góra,21.289492753623186
485,2024,1,MpKrakAlKras,Kraków,23.176
486,2024,1,MpKrakBulwar,Kraków,22.413194444444443
487,2024,1,MzLegZegrzyn,Legionowo,15.688636363636364
488,2024,1,MzPlocMiReja,Płock,18.152961672473868
489,2024,1,MzRadTochter,Radom,19.0475
490,2024,1,MzSiedKonars,Siedlce,20.084722222222222
491,2024,1,MzWarAlNiepo,Warszawa,18.078819444444445
492,2024,1,MzWarWokalna,Warszawa,15.469444444444443
493,2024,1,MzZyraRoosev,Żyrardów,19.065624999999997
494,2024,1,OpKKozBSmial,Kędzierzyn-Koźle,18.686742424242425
495,2024,1,PkPrzemGrunw,Przemyśl,18.62048611111111
496,2024,1,SlKatoKossut,Katowice,22.559090909090912
497,2024,1,SlZlotPotLes,Złoty Potok,17.202430555555555
498,2024,1,WmOlsPuszkin,Olsztyn,16.2078853046595
499,2024,1,WpKaliSawick,Kalisz,20.60486111111111
500,2024,2,DsWrocAlWisn,Wrocław,15.803484320557493
501,2024,2,KpBydPlPozna,Bydgoszcz,12.179007633587787
502,2024,2,LdLodzCzerni,Łódź,12.541984732824428
503,2024,2,LdZgieMielcz,Zgierz,16.593939393939394
504,2024,2,LuZielKrotka,Zielona Góra,16.41696113074205
505,2024,2,MpKrakAlKras,Kraków,17.73715277777778
506,2024,2,MpKrakBulwar,Kraków,15.858333333333333
507,2024,2,MzLegZegrzyn,Legionowo,12.126515151515152
508,2024,2,MzPlocMiReja,Płock,12.934375
509,2024,2,MzRadTochter,Radom,14.347517730496454
510,2024,2,MzSiedKonars,Siedlce,18.381818181818183
511,2024,2,MzWarAlNiepo,Warszawa,13.712499999999999
512,2024,2,MzWarWokalna,Warszawa,11.16534296028881
513,2024,2,MzZyraRoosev,Żyrardów,12.969444444444443
514,2024,2,OpKKozBSmial,Kędzierzyn-Koźle,11.740942028985508
515,2024,2,PkPrzemGrunw,Przemyśl,14.994444444444444
516,2024,2,SlKatoKossut,Katowice,15.224100719424461
517,2024,2,SlZlotPotLes,Złoty Potok,13.217708333333333
518,2024,2,WmOlsPuszkin,Olsztyn,14.70798611111111
519,2024,2,WpKaliSawick,Kalisz,15.736805555555556
520,2024,3,DsWrocAlWisn,Wrocław,13.785815602836879
521,2024,3,KpBydPlPozna,Bydgoszcz,12.941767068273093
522,2024,3,LdLodzCzerni,Łódź,15.276136363636365
523,2024,3,LdZgieMielcz,Zgierz,18.326136363636365
524,2024,3,LuZielKrotka,Zielona Góra,13.518439716312056
525,2024,3,MpKrakAlKras,Kraków,18.01111111111111
526,2024,3,MpKrakBulwar,Kraków,16.84861111111111
527,2024,3,MzLegZegrzyn,Legionowo,12.965909090909092
528,2024,3,MzPlocMiReja,Płock,13.140860215053763
529,2024,3,MzRadTochter,Radom,15.397132616487456
530,2024,3,MzSiedKonars,Siedlce,16.499285714285715
531,2024,3,MzWarAlNiepo,Warszawa,15.548263888888888
532,2024,3,MzWarWokalna,Warszawa,12.557638888888889
533,2024,3,MzZyraRoosev,Żyrardów,13.836111111111112
534,2024,3,OpKKozBSmial,Kędzierzyn-Koźle,10.975000000000001
535,2024,3,PkPrzemGrunw,Przemyśl,16.206944444444446
536,2024,3,SlKatoKossut,Katowice,14.86423611111111
537,2024,3,SlZlotPotLes,Złoty Potok,11.934722222222222
538,2024,3,WmOlsPuszkin,Olsztyn,14.306249999999999
539,2024,3,WpKaliSawick,Kalisz,17.09097222222222
540,2024,4,DsWrocAlWisn,Wrocław,13.133916083916084
541,2024,4,KpBydPlPozna,Bydgoszcz,12.42218045112782
542,2024,4,LdLodzCzerni,Łódź,14.037878787878787
543,2024,4,LdZgieMielcz,Zgierz,19.549242424242426
544,2024,4,LuZielKrotka,Zielona Góra,15.112587412587413
545,2024,4,MpKrakAlKras,Kraków,17.95486111111111
546,2024,4,MpKrakBulwar,Kraków,16.179166666666667
547,2024,4,MzLegZegrzyn,Legionowo,14.090909090909092
548,2024,4,MzPlocMiReja,Płock,13.102888086642599
549,2024,4,MzRadTochter,Radom,17.239145907473308
550,2024,4,MzSiedKonars,Siedlce,14.122916666666667
551,2024,4,MzWarAlNiepo,Warszawa,15.364930555555556
552,2024,4,MzWarWokalna,Warszawa,12.631944444444445
553,2024,4,MzZyraRoosev,Żyrardów,14.886805555555554
554,2024,4,OpKKozBSmial,Kędzierzyn-Koźle,12.123297491039427
555,2024,4,PkPrzemGrunw,Przemyśl,15.77465277777778
556,2024,4,SlKatoKossut,Katowice,16.345138888888886
557,2024,4,SlZlotPotLes,Złoty Potok,14.511111111111111
558,2024,4,WmOlsPuszkin,Olsztyn,14.35763888888889
559,2024,4,WpKaliSawick,Kalisz,17.027430555555554
560,2024,5,DsWrocAlWisn,Wrocław,15.235069444444443
561,2024,5,KpBydPlPozna,Bydgoszcz,13.328076923076924
562,2024,5,LdLodzCzerni,Łódź,14.297338403041824
563,2024,5,LdZgieMielcz,Zgierz,20.537769784172664
564,2024,5,LuZielKrotka,Zielona Góra,18.771180555555556
565,2024,5,MpKrakAlKras,Kraków,17.629166666666666
566,2024,5,MpKrakBulwar,Kraków,15.515625
567,2024,5,MzLegZegrzyn,Legionowo,13.291666666666666
568,2024,5,MzPlocMiReja,Płock,14.176041666666666
569,2024,5,MzRadTochter,Radom,17.267132867132865
570,2024,5,MzSiedKonars,Siedlce,14.945833333333333
571,2024,5,MzWarAlNiepo,Warszawa,14.255208333333334
572,2024,5,MzWarWokalna,Warszawa,11.636111111111111
573,2024,5,MzZyraRoosev,Żyrardów,15.278671328671328
574,2024,5,OpKKozBSmial,Kędzierzyn-Koźle,13.088363636363637
575,2024,5,PkPrzemGrunw,Przemyśl,18.478125
576,2024,5,SlKatoKossut,Katowice,16.37013888888889
577,2024,5,SlZlotPotLes,Złoty Potok,13.45719298245614
578,2024,5,WmOlsPuszkin,Olsztyn,14.379513888888889
579,2024,5,WpKaliSawick,Kalisz,15.840559440559439
580,2024,6,DsWrocAlWisn,Wrocław,17.43125
581,2024,6,KpBydPlPozna,Bydgoszcz,11.744758064516128
582,2024,6,LdLodzCzerni,Łódź,16.734732824427482
583,2024,6,LdZgieMielcz,Zgierz,21.47923076923077
584,2024,6,LuZielKrotka,Zielona Góra,16.93402777777778
585,2024,6,MpKrakAlKras,Kraków,17.848958333333332
586,2024,6,MpKrakBulwar,Kraków,15.746875000000001
587,2024,6,MzLegZegrzyn,Legionowo,14.275378787878788
588,2024,6,MzPlocMiReja,Płock,12.960763888888888
589,2024,6,MzRadTochter,Radom,18.009473684210526
590,2024,6,MzSiedKonars,Siedlce,12.523239436619718
591,2024,6,MzWarAlNiepo,Warszawa,16.95034722222222
592,2024,6,MzWarWokalna,Warszawa,13.84738675958188
593,2024,6,MzZyraRoosev,Żyrardów,15.419097222222222
594,2024,6,OpKKozBSmial,Kędzierzyn-Koźle,12.911458333333334
595,2024,6,PkPrzemGrunw,Przemyśl,19.146527777777777
596,2024,6,SlKatoKossut,Katowice,17.54236111111111
597,2024,6,SlZlotPotLes,Złoty Potok,13.994736842105263
598,2024,6,WmOlsPuszkin,Olsztyn,15.812237762237762
599,2024,6,WpKaliSawick,Kalisz,19.195833333333333
600,2024,7,DsWrocAlWisn,Wrocław,14.749652777777776
601,2024,7,KpBydPlPozna,Bydgoszcz,13.528352490421456
602,2024,7,LdLodzCzerni,Łódź,15.701520912547528
603,2024,7,LdZgieMielcz,Zgierz,19.174242424242426
604,2024,7,LuZielKrotka,Zielona Góra,17.127046263345196
605,2024,7,MpKrakAlKras,Kraków,17.376388888888886
606,2024,7,MpKrakBulwar,Kraków,16.022916666666667
607,2024,7,MzLegZegrzyn,Legionowo,13.492045454545455
608,2024,7,MzPlocMiReja,Płock,14.636805555555554
609,2024,7,MzRadTochter,Radom,19.076173285198557
610,2024,7,MzSiedKonars,Siedlce,17.351260504201683
611,2024,7,MzWarAlNiepo,Warszawa,15.040972222222223
612,2024,7,MzWarWokalna,Warszawa,11.953819444444443
613,2024,7,MzZyraRoosev,Żyrardów,15.593928571428572
614,2024,7,OpKKozBSmial,Kędzierzyn-Koźle,13.879166666666666
615,2024,7,PkPrzemGrunw,Przemyśl,17.532291666666666
616,2024,7,SlKatoKossut,Katowice,18.474305555555556
617,2024,7,SlZlotPotLes,Złoty Potok,13.913286713286713
618,2024,7,WmOlsPuszkin,Olsztyn,14.780208333333333
619,2024,7,WpKaliSawick,Kalisz,18.323958333333334
620,2024,8,DsWrocAlWisn,Wrocław,18.465625000000003
621,2024,8,KpBydPlPozna,Bydgoszcz,15.634306569343066
622,2024,8,LdLodzCzerni,Łódź,16.3
623,2024,8,LdZgieMielcz,Zgierz,20.95330739299611
624,2024,8,LuZielKrotka,Zielona Góra,20.239463601532567
625,2024,8,MpKrakAlKras,Kraków,18.804861111111112
626,2024,8,MpKrakBulwar,Kraków,17.499305555555555
627,2024,8,MzLegZegrzyn,Legionowo,17.244318181818183
628,2024,8,MzPlocMiReja,Płock,17.665625
629,2024,8,MzRadTochter,Radom,20.61578947368421
630,2024,8,MzSiedKonars,Siedlce,31.270833333333332
631,2024,8,MzWarAlNiepo,Warszawa,17.569097222222222
632,2024,8,MzWarWokalna,Warszawa,13.452613240418119
633,2024,8,MzZyraRoosev,Żyrardów,18.477894736842103
634,2024,8,OpKKozBSmial,Kędzierzyn-Koźle,17.400347222222223
635,2024,8,PkPrzemGrunw,Przemyśl,19.319791666666667
636,2024,8,SlKatoKossut,Katowice,19.72986111111111
637,2024,8,SlZlotPotLes,Złoty Potok,14.952816901408452
638,2024,8,WmOlsPuszkin,Olsztyn,17.312847222222224
639,2024,8,WpKaliSawick,Kalisz,19.585069444444443
640,2024,9,DsWrocAlWisn,Wrocław,20.86284722222222
641,2024,9,KpBydPlPozna,Bydgoszcz,19.334671532846716
642,2024,9,LdLodzCzerni,Łódź,18.126136363636363
643,2024,9,LdZgieMielcz,Zgierz,24.645454545454545
644,2024,9,LuZielKrotka,Zielona Góra,20.605818181818183
645,2024,9,MpKrakAlKras,Kraków,21.800350877192983
646,2024,9,MpKrakBulwar,Kraków,20.775347222222223
647,2024,9,MzLegZegrzyn,Legionowo,19.379545454545454
648,2024,9,MzPlocMiReja,Płock,16.35574912891986
649,2024,9,MzRadTochter,Radom,23.48021978021978
650,2024,9,MzSiedKonars,Siedlce,33.686554621848735
651,2024,9,MzWarAlNiepo,Warszawa,17.837847222222223
652,2024,9,MzWarWokalna,Warszawa,14.452313167259787
653,2024,9,MzZyraRoosev,Żyrardów,19.846180555555556
654,2024,9,OpKKozBSmial,Kędzierzyn-Koźle,19.30173611111111
655,2024,9,PkPrzemGrunw,Przemyśl,22.63125
656,2024,9,SlKatoKossut,Katowice,19.350347222222222
657,2024,9,SlZlotPotLes,Złoty Potok,16.993379790940768
658,2024,9,WmOlsPuszkin,Olsztyn,18.260416666666668
659,2024,9,WpKaliSawick,Kalisz,22.70486111111111
660,2024,10,DsWrocAlWisn,Wrocław,25.872822299651567
661,2024,10,KpBydPlPozna,Bydgoszcz,13.521673003802281
662,2024,10,LdLodzCzerni,Łódź,19.00151515151515
663,2024,10,LdZgieMielcz,Zgierz,23.64392857142857
664,2024,10,LuZielKrotka,Zielona Góra,18.523611111111112
665,2024,10,MpKrakAlKras,Kraków,25.398263888888888
666,2024,10,MpKrakBulwar,Kraków,25.255555555555556
667,2024,10,MzLegZegrzyn,Legionowo,16.930303030303033
668,2024,10,MzPlocMiReja,Płock,17.219444444444445
669,2024,10,MzRadTochter,Radom,18.880208333333332
670,2024,10,MzSiedKonars,Siedlce,27.269166666666667
671,2024,10,MzWarAlNiepo,Warszawa,20.072222222222223
672,2024,10,MzWarWokalna,Warszawa,16.297826086956523
673,2024,10,MzZyraRoosev,Żyrardów,18.109756097560975
674,2024,10,OpKKozBSmial,Kędzierzyn-Koźle,24.97222222222222
675,2024,10,PkPrzemGrunw,Przemyśl,22.26215277777778
676,2024,10,SlKatoKossut,Katowice,22.899305555555557
677,2024,10,SlZlotPotLes,Złoty Potok,15.693031358885015
678,2024,10,WmOlsPuszkin,Olsztyn,14.097222222222221
679,2024,10,WpKaliSawick,Kalisz,26.216666666666665
680,2024,11,DsWrocAlWisn,Wrocław,19.787847222222222
681,2024,11,KpBydPlPozna,Bydgoszcz,11.548399999999999
682,2024,11,LdLodzCzerni,Łódź,17.020454545454545
683,2024,11,LdZgieMielcz,Zgierz,22.785416666666666
684,2024,11,LuZielKrotka,Zielona Góra,16.35
685,2024,11,MpKrakAlKras,Kraków,21.933333333333334
686,2024,11,MpKrakBulwar,Kraków,20.792708333333334
687,2024,11,MzLegZegrzyn,Legionowo,12.916666666666666
688,2024,11,MzPlocMiReja,Płock,14.103472222222223
689,2024,11,MzRadTochter,Radom,18.01567944250871
690,2024,11,MzSiedKonars,Siedlce,16.12
691,2024,11,MzWarAlNiepo,Warszawa,16.212152777777778
692,2024,11,MzWarWokalna,Warszawa,12.532352941176471
693,2024,11,MzZyraRoosev,Żyrardów,14.503472222222221
694,2024,11,OpKKozBSmial,Kędzierzyn-Koźle,22.91736111111111
695,2024,11,PkPrzemGrunw,Przemyśl,16.533333333333335
696,2024,11,SlKatoKossut,Katowice,21.561805555555555
697,2024,11,SlZlotPotLes,Złoty Potok,18.03076923076923
698,2024,11,WmOlsPuszkin,Olsztyn,12.379861111111111
699,2024,11,WpKaliSawick,Kalisz,21.40277777777778
700,2024,12,DsWrocAlWisn,Wrocław,15.22877192982456
701,2024,12,KpBydPlPozna,Bydgoszcz,12.051923076923076
702,2024,12,LdLodzCzerni,Łódź,14.236742424242424
703,2024,12,LdZgieMielcz,Zgierz,22.530662020905925
704,2024,12,LuZielKrotka,Zielona Góra,16.488541666666666
705,2024,12,MpKrakAlKras,Kraków,16.773611111111112
706,2024,12,MpKrakBulwar,Kraków,14.666666666666666
707,2024,12,MzLegZegrzyn,Legionowo,12.724242424242423
708,2024,12,MzPlocMiReja,Płock,13.096875
709,2024,12,MzRadTochter,Radom,15.867832167832168
710,2024,12,MzSiedKonars,Siedlce,14.19075630252101
711,2024,12,MzWarAlNiepo,Warszawa,13.952083333333333
712,2024,12,MzWarWokalna,Warszawa,10.683846153846154
713,2024,12,MzZyraRoosev,Żyrardów,15.127007299270074
714,2024,12,OpKKozBSmial,Kędzierzyn-Koźle,12.033680555555556
715,2024,12,PkPrzemGrunw,Przemyśl,14.81423611111111
716,2024,12,SlKatoKossut,Katowice,17.23698113207547
717,2024,12,SlZlotPotLes,Złoty Potok,13.705208333333333
718,2024,12,WmOlsPuszkin,Olsztyn,11.914583333333333
719,2024,12,WpKaliSawick,Kalisz,17.726388888888888
